,tokens,labels
1499,"['He', 'held', 'on', 'to', 'it', ',', 'his', 'head', 'tilted', 'curiously', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1500,"['""', 'So', 'what', '?']","[0, 0, 0, 0]"
1501,"['Some', 'kinda', 'fortune-teller', '?']","[0, 0, 0, 0]"
1502,"['Cards', 'and', 'crystal', 'balls', 'and', 'things', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
1503,"['""', 'No', ',', '""']","[0, 0, 0, 0]"
1504,"['I', 'told', 'him', '.']","[0, 0, 0, 0]"
1505,"['""', 'I', ""'m"", 'not', 'a', 'psychic', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
1506,"['I', 'tugged', 'at', 'the', 'mail', '.']","[0, 0, 0, 0, 0, 0]"
1507,"['He', 'held', 'on', 'to', 'it', '.']","[0, 0, 0, 0, 0, 0]"
1508,"['""', 'What', 'are', 'you', ',', 'then', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
1509,"['""', 'What', ""'s"", 'the', 'sign', 'on', 'the', 'door', 'say', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1510,"['""', 'It', 'says', ""'"", 'Harry', 'Dresden', '.']","[0, 0, 0, 0, 1, 2, 0]"
1511,"['Wizard', '.']","[0, 0]"
1512,"[""'"", '""']","[0, 0]"
1513,"['""', 'That', ""'s"", 'me', ',', '""']","[0, 0, 0, 0, 0, 0]"
1514,"['I', 'confirmed', '.']","[0, 0, 0]"
1515,"['""', 'An', 'actual', 'wizard', '?', '""']","[0, 0, 0, 0, 0, 0]"
1516,"['he', 'asked', ',', 'grinning', ',', 'as', 'though', 'I', 'should', 'let', 'him', 'in', 'on', 'the', 'joke', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1517,"['""', 'Spells', 'and', 'potions', '?']","[0, 0, 0, 0, 0]"
1518,"['Demons', 'and', 'incantations', '?']","[0, 0, 0, 0]"
1519,"['Subtle', 'and', 'quick', 'to', 'anger', '?', '""']","[0, 0, 0, 0, 0, 0, 0]"
1520,"['""', 'Not', 'so', 'subtle', '.', '""']","[0, 0, 0, 0, 0, 0]"
1521,"['I', 'jerked', 'the', 'mail', 'out', 'of', 'his', 'hand', 'and', 'looked', 'pointedly', 'at', 'his', 'clipboard', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1522,"['""', 'Can', 'I', 'sign', 'for', 'my', 'mail', 'please', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1523,"['The', 'new', 'mailman', ""'s"", 'grin', 'vanished', ',', 'replaced', 'with', 'a', 'scowl', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1524,"['He', 'passed', 'over', 'the', 'clipboard', 'to', 'let', 'me', 'sign', 'for', 'the', 'mail', '(', 'another', 'late', 'notice', 'from', 'my', 'landlord', ')', ',', 'and', 'said', ',', '""', 'You', ""'re"", 'a', 'nut', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1525,"['That', ""'s"", 'what', 'you', 'are', '.', '""']","[0, 0, 0, 0, 0, 0, 0]"
1526,"['He', 'took', 'his', 'clipboard', 'back', ',', 'and', 'said', ',', '""', 'You', 'have', 'a', 'nice', 'day', ',', 'sir', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1527,"['I', 'watched', 'him', 'go', '.']","[0, 0, 0, 0, 0]"
1528,"['""', 'Typical', ',', '""']","[0, 0, 0, 0]"
1529,"['I', 'muttered', ',', 'and', 'shut', 'the', 'door', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1530,"['My', 'name', 'is', 'Harry', 'Blackstone', 'Copperfield', 'Dresden', '.']","[0, 0, 0, 1, 2, 2, 2, 0]"
1531,"['Conjure', 'by', 'it', 'at', 'your', 'own', 'risk', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1532,"['I', ""'m"", 'a', 'wizard', '.']","[0, 0, 0, 0, 0]"
1533,"['I', 'work', 'out', 'of', 'an', 'office', 'in', 'midtown', 'Chicago', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1534,"['As', 'far', 'as', 'I', 'know', ',', 'I', ""'m"", 'the', 'only', 'openly', 'practicing', 'professional', 'wizard', 'in', 'the', 'country', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1535,"['You', 'can', 'find', 'me', 'in', 'the', 'yellow', 'pages', ',', 'under', ""'"", 'Wizards', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1536,"[""'"", 'Believe', 'it', 'or', 'not', ',', 'I', ""'m"", 'the', 'only', 'one', 'there', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1537,"['My', 'ad', 'looks', 'like', 'this', ':', 'HARRY', 'DRESDEN', '-', 'WIZARD', 'Lost', 'Items', 'Found', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
1538,"['Paranormal', 'Investigations', '.']","[0, 0, 0]"
1539,"['Consulting', '.']","[0, 0]"
1540,"['Advice', '.']","[0, 0]"
1541,"['Reasonable', 'Rates', '.']","[0, 0, 0]"
1542,"['No', 'Love', 'Potions', ',', 'Endless', 'Purses', ',', 'Parties', ',', 'or', 'Other', 'Entertainment', 'You', ""'d"", 'be', 'surprised', 'how', 'many', 'people', 'call', 'just', 'to', 'ask', 'me', 'if', 'I', ""'m"", 'serious', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1543,"['But', 'then', ',', 'if', 'you', ""'d"", 'seen', 'the', 'things', 'I', ""'d"", 'seen', ',', 'if', 'you', 'knew', 'half', 'of', 'what', 'I', 'knew', ',', 'you', ""'d"", 'wonder', 'how', 'anyone', 'could', 'not', 'think', 'I', 'was', 'serious', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1544,"['The', 'end', 'of', 'the', 'twentieth', 'century', 'and', 'the', 'dawn', 'of', 'the', 'new', 'millennium', 'had', 'seen', 'something', 'of', 'a', 'renaissance', 'in', 'the', 'public', 'awareness', 'of', 'the', 'paranormal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1545,"['Psychics', ',', 'haunts', ',', 'vampires-you', 'name', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1546,"['People', 'still', 'did', ""n't"", 'take', 'them', 'seriously', ',', 'but', 'all', 'the', 'things', 'Science', 'had', 'promised', 'us', 'had', ""n't"", 'come', 'to', 'pass', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1547,"['Disease', 'was', 'still', 'a', 'problem', '.']","[0, 0, 0, 0, 0, 0]"
1548,"['Starvation', 'was', 'still', 'a', 'problem', '.']","[0, 0, 0, 0, 0, 0]"
1549,"['Violence', 'and', 'crime', 'and', 'war', 'were', 'still', 'problems', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1550,"['In', 'spite', 'of', 'the', 'advance', 'of', 'technology', ',', 'things', 'just', 'had', ""n't"", 'changed', 'the', 'way', 'everyone', 'had', 'hoped', 'and', 'thought', 'they', 'would', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1551,"['Science', ',', 'the', 'largest', 'religion', 'of', 'the', 'twentieth', 'century', ',', 'had', 'become', 'somewhat', 'tarnished', 'by', 'images', 'of', 'exploding', 'space', 'shuttles', ',', 'crack', 'babies', ',', 'and', 'a', 'generation', 'of', 'complacent', 'Americans', 'who', 'had', 'allowed', 'the', 'television', 'to', 'raise', 'their', 'children', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1552,"['People', 'were', 'looking', 'for', 'something-I', 'think', 'they', 'just', 'did', ""n't"", 'know', 'what', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1553,"['And', 'even', 'though', 'they', 'were', 'once', 'again', 'starting', 'to', 'open', 'their', 'eyes', 'to', 'the', 'world', 'of', 'magic', 'and', 'the', 'arcane', 'that', 'had', 'been', 'with', 'them', 'all', 'the', 'while', ',', 'they', 'still', 'thought', 'I', 'must', 'be', 'some', 'kind', 'of', 'joke', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1554,"['Anyway', ',', 'it', 'had', 'been', 'a', 'slow', 'month', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1555,"['A', 'slow', 'pair', 'of', 'months', ',', 'actually', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1556,"['My', 'rent', 'from', 'February', 'did', ""n't"", 'get', 'paid', 'until', 'the', 'tenth', 'of', 'March', ',', 'and', 'it', 'was', 'looking', 'like', 'it', 'might', 'be', 'even', 'longer', 'until', 'I', 'got', 'caught', 'up', 'for', 'this', 'month', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1557,"['My', 'only', 'job', 'had', 'been', 'the', 'previous', 'week', ',', 'when', 'I', ""'d"", 'gone', 'down', 'to', 'Branson', ',', 'Missouri', ',', 'to', 'investigate', 'a', 'country', 'singer', ""'s"", 'possibly', 'haunted', 'house', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1558,"['It', 'had', ""n't"", 'been', '.']","[0, 0, 0, 0, 0]"
1559,"['My', 'client', 'had', ""n't"", 'been', 'happy', 'with', 'that', 'answer', ',', 'and', 'had', 'been', 'even', 'less', 'happy', 'when', 'I', 'suggested', 'he', 'lay', 'off', 'of', 'any', 'intoxicating', 'substances', 'and', 'try', 'to', 'get', 'some', 'exercise', 'and', 'sleep', ',', 'and', 'see', 'if', 'that', 'did', ""n't"", 'help', 'things', 'more', 'than', 'an', 'exorcism', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1560,"['I', ""'d"", 'gotten', 'travel', 'expenses', 'plus', 'an', 'hour', ""'s"", 'pay', ',', 'and', 'gone', 'away', 'feeling', 'I', 'had', 'done', 'the', 'honest', ',', 'righteous', ',', 'and', 'impractical', 'thing', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1561,"['I', 'heard', 'later', 'that', 'he', ""'d"", 'hired', 'a', 'shyster', 'psychic', 'to', 'come', 'in', 'and', 'perform', 'a', 'ceremony', 'with', 'a', 'lot', 'of', 'incense', 'and', 'black', 'lights', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1562,"['Some', 'people', '.']","[0, 0, 0]"
1563,"['I', 'finished', 'up', 'my', 'paperback', 'and', 'tossed', 'it', 'into', 'the', 'DONE', 'box', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1564,"['There', 'was', 'a', 'pile', 'of', 'read', 'and', 'discarded', 'paperbacks', 'in', 'a', 'cardboard', 'box', 'on', 'one', 'side', 'of', 'my', 'desk', ',', 'the', 'spines', 'bent', 'and', 'the', 'pages', 'mangled', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1565,"['I', ""'m"", 'terribly', 'hard', 'on', 'books', '.']","[0, 0, 0, 0, 0, 0, 0]"
1566,"['I', 'was', 'eyeing', 'the', 'pile', 'of', 'unread', 'books', ',', 'considering', 'which', 'to', 'start', 'next', ',', 'given', 'that', 'I', 'had', 'no', 'real', 'work', 'to', 'do', ',', 'when', 'my', 'phone', 'rang', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1567,"['I', 'stared', 'at', 'it', 'in', 'a', 'somewhat', 'surly', 'fashion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1568,"['We', 'wizards', 'are', 'terrific', 'at', 'brooding', '.']","[0, 0, 0, 0, 0, 0, 0]"
1569,"['After', 'the', 'third', 'ring', ',', 'when', 'I', 'thought', 'I', 'would', ""n't"", 'sound', 'a', 'little', 'too', 'eager', ',', 'I', 'picked', 'up', 'the', 'receiver', 'and', 'said', ',', '""', 'Dresden', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1570,"['""', 'Oh', '.']","[0, 0, 0]"
1571,"['Is', 'this', ',', 'um', ',', 'Harry', 'Dresden', '?']","[0, 0, 0, 0, 0, 1, 2, 0]"
1572,"['The', ',', 'ah', ',', 'wizard', '?', '""']","[0, 0, 0, 0, 0, 0, 0]"
1573,"['Her', 'tone', 'was', 'apologetic', ',', 'as', 'though', 'she', 'were', 'terribly', 'afraid', 'she', 'would', 'be', 'insulting', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1574,"['No', ',', 'I', 'thought', '.']","[0, 0, 0, 0, 0]"
1575,"['It', ""'s"", 'Harry', 'Dresden', 'the', ',', 'ah', ',', 'lizard', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
1576,"['Harry', 'the', 'wizard', 'is', 'one', 'door', 'down', '.']","[1, 0, 0, 0, 0, 0, 0, 0]"
1577,"['It', 'is', 'the', 'prerogative', 'of', 'wizards', 'to', 'be', 'grumpy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1578,"['It', 'is', 'not', ',', 'however', ',', 'the', 'prerogative', 'of', 'freelance', 'consultants', 'who', 'are', 'late', 'on', 'their', 'rent', ',', 'so', 'instead', 'of', 'saying', 'something', 'smart', ',', 'I', 'told', 'the', 'woman', 'on', 'the', 'phone', ',', '""', 'Yes', ',', ""ma'am"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1579,"['How', 'can', 'I', 'help', 'you', 'today', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0]"
1580,"['""', 'I', ',', 'um', ',', '""']","[0, 0, 0, 0, 0, 0]"
1581,"['she', 'said', '.']","[0, 0, 0]"
1582,"['""', 'I', ""'m"", 'not', 'sure', '.']","[0, 0, 0, 0, 0, 0]"
1583,"['I', ""'ve"", 'lost', 'something', ',', 'and', 'I', 'think', 'maybe', 'you', 'could', 'help', 'me', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1584,"['""', 'Finding', 'lost', 'articles', 'is', 'a', 'specialty', ',', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1585,"['I', 'said', '.']","[0, 0, 0]"
1586,"['""', 'What', 'would', 'I', 'be', 'looking', 'for', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1587,"['There', 'was', 'a', 'nervous', 'pause', '.']","[0, 0, 0, 0, 0, 0]"
1588,"['""', 'My', 'husband', ',', '""']","[0, 0, 0, 0, 0]"
1589,"['she', 'said', '.']","[0, 0, 0]"
1590,"['She', 'had', 'a', 'voice', 'that', 'was', 'a', 'little', 'hoarse', ',', 'like', 'a', 'cheerleader', 'who', ""'d"", 'been', 'working', 'a', 'long', 'tournament', ',', 'but', 'had', 'enough', 'weight', 'of', 'years', 'in', 'it', 'to', 'place', 'her', 'as', 'an', 'adult', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1591,"['My', 'eyebrows', 'went', 'up', '.']","[0, 0, 0, 0, 0]"
1592,"['""', ""Ma'am"", ',', 'I', ""'m"", 'not', 'really', 'a', 'missing-persons', 'specialist', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1593,"['Have', 'you', 'contacted', 'the', 'police', 'or', 'a', 'private', 'investigator', '?', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1594,"['""', 'No', ',', '""']","[0, 0, 0, 0]"
1595,"['she', 'said', ',', 'quickly', '.']","[0, 0, 0, 0, 0]"
1596,"['""', 'No', ',', 'they', 'ca', ""n't"", '.']","[0, 0, 0, 0, 0, 0, 0]"
1597,"['That', 'is', ',', 'I', 'have', ""n't"", '.']","[0, 0, 0, 0, 0, 0, 0]"
1598,"['Oh', 'dear', ',', 'this', 'is', 'all', 'so', 'complicated', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1599,"['Not', 'something', 'someone', 'can', 'talk', 'about', 'on', 'the', 'phone', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1600,"['I', ""'m"", 'sorry', 'to', 'have', 'taken', 'up', 'your', 'time', ',', 'Mr.', 'Dresden', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
1601,"['""', 'Hold', 'on', 'now', ',', '""']","[0, 0, 0, 0, 0, 0]"
1602,"['I', 'said', 'quickly', '.']","[0, 0, 0, 0]"
1603,"['""', 'I', ""'m"", 'sorry', ',', 'you', 'did', ""n't"", 'tell', 'me', 'your', 'name', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1604,"['There', 'was', 'that', 'nervous', 'pause', 'again', ',', 'as', 'though', 'she', 'were', 'checking', 'a', 'sheet', 'of', 'written', 'notes', 'before', 'answering', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1605,"['""', 'Call', 'me', 'Monica', '.', '""']","[0, 0, 0, 1, 0, 0]"
1606,"['People', 'who', 'know', 'diddly', 'about', 'wizards', 'do', ""n't"", 'like', 'to', 'give', 'us', 'their', 'names', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1607,"['They', ""'re"", 'convinced', 'that', 'if', 'they', 'give', 'a', 'wizard', 'their', 'name', 'from', 'their', 'own', 'lips', 'it', 'could', 'be', 'used', 'against', 'them', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1608,"['To', 'be', 'fair', ',', 'they', ""'re"", 'right', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1609,"['I', 'had', 'to', 'be', 'as', 'polite', 'and', 'harmless', 'as', 'I', 'could', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1610,"['She', 'was', 'about', 'to', 'hang', 'up', 'out', 'of', 'pure', 'indecision', ',', 'and', 'I', 'needed', 'the', 'job', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1611,"['I', 'could', 'probably', 'turn', 'hubby', 'up', ',', 'if', 'I', 'worked', 'at', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1612,"['""', 'Okay', ',', 'Monica', ',', '""']","[0, 0, 0, 1, 0, 0]"
1613,"['I', 'told', 'her', ',', 'trying', 'to', 'sound', 'as', 'melodious', 'and', 'friendly', 'as', 'I', 'could', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1614,"['""', 'If', 'you', 'feel', 'your', 'situation', 'is', 'of', 'a', 'sensitive', 'nature', ',', 'maybe', 'you', 'could', 'come', 'by', 'my', 'office', 'and', 'talk', 'about', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1615,"['If', 'it', 'turns', 'out', 'that', 'I', 'can', 'help', 'you', 'best', ',', 'I', 'will', ',', 'and', 'if', 'not', ',', 'then', 'I', 'can', 'direct', 'you', 'to', 'someone', 'I', 'think', 'can', 'help', 'you', 'better', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1616,"['I', 'gritted', 'my', 'teeth', 'and', 'pretended', 'I', 'was', 'smiling', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1617,"['""', 'No', 'charge', '.', '""']","[0, 0, 0, 0, 0]"
1618,"['It', 'must', 'have', 'been', 'the', 'no', 'charge', 'that', 'did', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1619,"['She', 'agreed', 'to', 'come', 'right', 'out', 'to', 'the', 'office', ',', 'and', 'told', 'me', 'that', 'she', 'would', 'be', 'there', 'in', 'an', 'hour', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1620,"['That', 'put', 'her', 'estimated', 'arrival', 'at', 'about', 'two-thirty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1621,"['Plenty', 'of', 'time', 'to', 'go', 'out', 'and', 'get', 'some', 'lunch', ',', 'then', 'get', 'back', 'to', 'the', 'office', 'to', 'meet', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1622,"['The', 'phone', 'rang', 'again', 'almost', 'the', 'instant', 'I', 'put', 'it', 'down', ',', 'making', 'me', 'jump', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1623,"['I', 'peered', 'at', 'it', '.']","[0, 0, 0, 0, 0]"
1624,"['I', 'do', ""n't"", 'trust', 'electronics', '.']","[0, 0, 0, 0, 0, 0]"
1625,"['Anything', 'manufactured', 'after', 'the', 'forties', 'is', 'suspect-and', 'does', ""n't"", 'seem', 'to', 'have', 'much', 'liking', 'for', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1626,"['You', 'name', 'it', ':', 'cars', ',', 'radios', ',', 'telephones', ',', 'TVs', ',', 'VCRs-none', 'of', 'them', 'seem', 'to', 'behave', 'well', 'for', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1627,"['I', 'do', ""n't"", 'even', 'like', 'to', 'use', 'automatic', 'pencils', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1628,"['I', 'answered', 'the', 'phone', 'with', 'the', 'same', 'false', 'cheer', 'I', 'had', 'summoned', 'up', 'for', 'Monica', 'Husband-Missing', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
1629,"['""', 'This', 'is', 'Dresden', ',', 'may', 'I', 'help', 'you', '?', '""']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1630,"['""', 'Harry', ',', 'I', 'need', 'you', 'at', 'the', 'Madison', 'in', 'the', 'next', 'ten', 'minutes', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1631,"['Can', 'you', 'be', 'there', '?', '""']","[0, 0, 0, 0, 0, 0]"
1632,"['The', 'voice', 'on', 'the', 'other', 'end', 'of', 'the', 'line', 'was', 'also', 'a', 'woman', ""'s"", ',', 'cool', ',', 'brisk', ',', 'businesslike', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1633,"['""', 'Why', ',', 'Lieutenant', 'Murphy', ',', '""']","[0, 0, 0, 1, 2, 0, 0]"
1634,"['I', 'gushed', ',', 'overflowing', 'with', 'saccharine', ',', '""', 'It', ""'s"", 'good', 'to', 'hear', 'from', 'you', ',', 'too', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1635,"['It', ""'s"", 'been', 'so', 'long', '.']","[0, 0, 0, 0, 0, 0]"
1636,"['Oh', ',', 'they', ""'re"", 'fine', ',', 'fine', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
1637,"['And', 'your', 'family', '?', '""']","[0, 0, 0, 0, 0]"
1638,"['""', 'Save', 'it', ',', 'Harry', '.']","[0, 0, 0, 0, 1, 0]"
1639,"['I', ""'ve"", 'got', 'a', 'couple', 'of', 'bodies', 'here', ',', 'and', 'I', 'need', 'you', 'to', 'take', 'a', 'look', 'around', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1640,"['I', 'sobered', 'immediately', '.']","[0, 0, 0, 0]"
1641,"['Karrin', 'Murphy', 'was', 'the', 'director', 'of', 'Special', 'Investigations', 'out', 'of', 'downtown', 'Chicago', ',', 'a', 'de', 'facto', 'appointee', 'of', 'the', 'Police', 'Commissioner', 'to', 'investigate', 'any', 'crimes', 'dubbed', 'unusual', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
